filename;Time / s;Input_power;Output_power;Losses;Efficency;Caps_losses;FL1_losses;HF1_losses;FL2_losses;HF2_losses;Bulkcap_losses;GaN_total_losses;GaN_switching_losses;GaN_ohmic_losses;L_losses;iTHD_percentage;Si_conduction;Si_switching;Si_total;EMI_losses
2450;1,300000e+00;2,455681e+03;2,450270e+03;5,741151e+01;9,765693e+01;1,401547e+00;2,920517e-01;8,778210e-03;2,890571e-01;8,717588e-03;8,029418e-01;4,607444e+01;3,499840e+00;4,257460e+01;2,711856e+00;6,555424e+00;6,826658e+00;4,638127e-05;6,826704e+00;3,969640e-01
2500;1,300000e+00;2,505818e+03;2,500287e+03;5,861597e+01;9,765563e+01;1,424706e+00;3,036651e-01;9,031564e-03;3,005877e-01;8,366884e-03;8,030545e-01;4,705825e+01;3,528329e+00;4,352992e+01;2,751135e+00;6,472648e+00;6,973080e+00;4,640011e-05;6,973126e+00;4,087554e-01
2550;1,300000e+00;2,555958e+03;2,550305e+03;5,982304e+01;9,765428e+01;1,449158e+00;3,155021e-01;9,204293e-03;3,124374e-01;8,844478e-03;8,031696e-01;4,804215e+01;3,556408e+00;4,448574e+01;2,791580e+00;6,323946e+00;7,119275e+00;1,242277e-04;7,119400e+00;4,207572e-01
2600;1,300000e+00;2,606101e+03;2,600323e+03;6,103838e+01;9,765266e+01;1,473356e+00;3,275703e-01;9,445770e-03;3,244596e-01;8,592856e-03;8,032868e-01;4,903154e+01;3,585672e+00;4,544587e+01;2,835067e+00;6,194813e+00;7,265377e+00;4,643860e-05;7,265423e+00;4,329917e-01
2650;1,300000e+00;2,656247e+03;2,650342e+03;6,225818e+01;9,765094e+01;1,498255e+00;3,398137e-01;8,896876e-03;3,367763e-01;9,361375e-03;8,034063e-01;5,002537e+01;3,615511e+00;4,640986e+01;2,877354e+00;6,028892e+00;7,411764e+00;4,643940e-05;7,411810e+00;4,453904e-01
2700;1,300000e+00;2,706397e+03;2,700362e+03;6,348328e+01;9,764908e+01;1,522437e+00;3,522326e-01;7,620549e-03;3,493047e-01;9,750678e-03;8,035280e-01;5,102370e+01;3,645843e+00;4,737786e+01;2,920433e+00;5,937532e+00;7,558548e+00;4,644292e-05;7,558595e+00;4,581134e-01
2750;1,300000e+00;2,756550e+03;2,750382e+03;6,471601e+01;9,764702e+01;1,547054e+00;3,649095e-01;6,504394e-03;3,620386e-01;9,948698e-03;8,036520e-01;5,202725e+01;3,676582e+00;4,835066e+01;2,964706e+00;5,881345e+00;7,705782e+00;5,981112e-05;7,705842e+00;4,711655e-01
2800;1,300000e+00;2,806706e+03;2,800403e+03;6,596754e+01;9,764436e+01;1,575702e+00;3,781416e-01;9,726086e-03;3,749126e-01;9,143744e-03;8,037781e-01;5,304349e+01;3,709383e+00;4,933411e+01;3,009865e+00;5,853510e+00;7,853962e+00;4,645942e-05;7,854009e+00;4,844731e-01
2850;1,300000e+00;2,856865e+03;2,850425e+03;6,721154e+01;9,764205e+01;1,603150e+00;3,914405e-01;1,079643e-02;3,880986e-01;8,907529e-03;8,039067e-01;5,405240e+01;3,740430e+00;5,031197e+01;3,056224e+00;5,764213e+00;8,001702e+00;4,647226e-05;8,001748e+00;4,980226e-01
2900;1,300000e+00;2,907028e+03;2,900448e+03;6,845813e+01;9,763974e+01;1,628568e+00;4,047699e-01;9,542296e-03;4,015121e-01;8,705625e-03;8,040374e-01;5,506468e+01;3,771690e+00;5,129299e+01;3,103410e+00;5,675325e+00;8,149612e+00;7,792319e-05;8,149690e+00;5,117851e-01
2950;1,300000e+00;2,957193e+03;2,950471e+03;6,971635e+01;9,763711e+01;1,657564e+00;4,184928e-01;1,021282e-02;4,152490e-01;9,439153e-03;8,041705e-01;5,608129e+01;3,803326e+00;5,227796e+01;3,153789e+00;5,595998e+00;8,297771e+00;4,650965e-05;8,297817e+00;5,258937e-01
3000;1,300000e+00;3,007362e+03;3,000495e+03;7,097679e+01;9,763450e+01;1,686935e+00;4,325369e-01;1,160205e-02;4,291420e-01;9,347661e-03;8,043058e-01;5,710065e+01;3,834951e+00;5,326570e+01;3,203068e+00;5,496038e+00;8,445909e+00;4,650943e-05;8,445956e+00;5,401844e-01
3050;1,300000e+00;3,057534e+03;3,050520e+03;7,224577e+01;9,763169e+01;1,718867e+00;4,468644e-01;1,340423e-02;4,433749e-01;1,077944e-02;8,044434e-01;5,812434e+01;3,866854e+00;5,425749e+01;3,253419e+00;5,378618e+00;8,594366e+00;4,650764e-05;8,594412e+00;5,547319e-01
3100;1,300000e+00;3,107710e+03;3,100546e+03;7,352058e+01;9,762879e+01;1,750798e+00;4,613129e-01;1,410733e-02;4,579211e-01;1,287272e-02;8,045833e-01;5,915221e+01;3,899445e+00;5,525277e+01;3,304836e+00;5,294364e+00;8,743099e+00;4,650486e-05;8,743146e+00;5,695944e-01
3150;1,300000e+00;3,157888e+03;3,150573e+03;7,480018e+01;9,762582e+01;1,781974e+00;4,759830e-01;1,466399e-02;4,726180e-01;1,398307e-02;8,047254e-01;6,018432e+01;3,932694e+00;5,625163e+01;3,357043e+00;5,217234e+00;8,892124e+00;4,650275e-05;8,892171e+00;5,846754e-01
3200;1,300000e+00;3,208070e+03;3,200601e+03;7,608540e+01;9,762278e+01;1,812694e+00;4,908415e-01;1,471656e-02;4,875134e-01;1,475227e-02;8,048697e-01;6,122123e+01;3,966507e+00;5,725473e+01;3,410118e+00;5,168372e+00;9,041284e+00;4,650084e-05;9,041331e+00;6,000267e-01
3250;1,300000e+00;3,258256e+03;3,250629e+03;7,737498e+01;9,761969e+01;1,842327e+00;5,058741e-01;1,408852e-02;5,025779e-01;1,477009e-02;8,050163e-01;6,226226e+01;4,000932e+00;5,826133e+01;3,464095e+00;5,107139e+00;9,190639e+00;4,649899e-05;9,190685e+00;6,156088e-01
3300;1,300000e+00;3,308444e+03;3,300658e+03;7,867344e+01;9,761643e+01;1,874173e+00;5,212235e-01;1,452208e-02;5,179191e-01;1,534289e-02;8,051652e-01;6,330844e+01;4,035799e+00;5,927264e+01;3,519124e+00;5,032189e+00;9,340248e+00;4,649714e-05;9,340294e+00;6,314083e-01
3350;1,300000e+00;3,358636e+03;3,350689e+03;7,997768e+01;9,761310e+01;1,906914e+00;5,368344e-01;1,527512e-02;5,335011e-01;1,598667e-02;8,053164e-01;6,435807e+01;4,070947e+00;6,028712e+01;3,575133e+00;4,955383e+00;9,490025e+00;5,999343e-05;9,490085e+00;6,474788e-01
3400;1,300000e+00;3,408831e+03;3,400720e+03;8,128811e+01;9,760968e+01;1,939341e+00;5,526150e-01;1,515993e-02;5,493365e-01;1,675944e-02;8,054697e-01;6,541281e+01;4,106428e+00;6,130638e+01;3,631940e+00;4,884972e+00;9,640176e+00;4,649325e-05;9,640223e+00;6,637966e-01
3450;1,300000e+00;3,459030e+03;3,450752e+03;8,260576e+01;9,760615e+01;1,972619e+00;5,686116e-01;1,493836e-02;5,654504e-01;1,799260e-02;8,056254e-01;6,647216e+01;4,142097e+00;6,233006e+01;3,689927e+00;4,836078e+00;9,790592e+00;4,649069e-05;9,790638e+00;6,804142e-01
3500;1,300000e+00;3,509232e+03;3,500785e+03;8,393116e+01;9,760250e+01;2,007592e+00;5,849430e-01;1,587099e-02;5,818046e-01;1,919027e-02;8,057833e-01;6,753592e+01;4,178032e+00;6,335789e+01;3,749014e+00;4,773309e+00;9,941253e+00;7,771677e-05;9,941330e+00;6,972964e-01
3550;1,300000e+00;3,559438e+03;3,550819e+03;8,526263e+01;9,759879e+01;2,042338e+00;6,014830e-01;1,638216e-02;5,983732e-01;2,015628e-02;8,059436e-01;6,860439e+01;4,214232e+00;6,439016e+01;3,809247e+00;4,708873e+00;1,009219e+01;4,648359e-05;1,009224e+01;7,144122e-01
3600;1,300000e+00;3,609647e+03;3,600854e+03;8,660247e+01;9,759495e+01;2,078119e+00;6,183535e-01;1,815377e-02;6,151042e-01;2,040141e-02;8,061061e-01;6,967770e+01;4,250875e+00;6,542682e+01;3,871433e+00;4,639505e+00;1,024341e+01;4,646651e-05;1,024346e+01;7,317696e-01
3650;1,300000e+00;3,659859e+03;3,650890e+03;8,794965e+01;9,759101e+01;2,116067e+00;6,354669e-01;1,982119e-02;6,322288e-01;2,227895e-02;8,062709e-01;7,075571e+01;4,287673e+00;6,646804e+01;3,933539e+00;4,583518e+00;1,039488e+01;4,645633e-05;1,039493e+01;7,494054e-01
3700;1,300000e+00;3,710075e+03;3,700927e+03;8,930061e+01;9,758707e+01;2,151814e+00;6,527393e-01;2,063126e-02;6,494235e-01;2,258186e-02;8,064379e-01;7,183847e+01;4,324852e+00;6,751362e+01;3,996340e+00;4,544998e+00;1,054665e+01;4,644544e-05;1,054669e+01;7,672902e-01
3750;1,300000e+00;3,760294e+03;3,750965e+03;9,065927e+01;9,758304e+01;2,188743e+00;6,702474e-01;2,168118e-02;6,668849e-01;2,332246e-02;8,066072e-01;7,292628e+01;4,362705e+00;6,856358e+01;4,060072e+00;4,499962e+00;1,069874e+01;4,643423e-05;1,069879e+01;7,853879e-01
3800;1,300000e+00;3,810517e+03;3,801003e+03;9,202510e+01;9,757893e+01;2,225917e+00;6,880700e-01;2,324474e-02;6,845176e-01;2,330549e-02;8,067788e-01;7,401938e+01;4,401305e+00;6,961808e+01;4,124831e+00;4,460174e+00;1,085115e+01;4,642241e-05;1,085119e+01;8,037743e-01
3850;1,300000e+00;3,860743e+03;3,851043e+03;9,339914e+01;9,757471e+01;2,264289e+00;7,061497e-01;2,491096e-02;7,024472e-01;2,382831e-02;8,069526e-01;7,511789e+01;4,440526e+00;7,067736e+01;4,190583e+00;4,407134e+00;1,100392e+01;4,641059e-05;1,100396e+01;8,224193e-01
3900;1,300000e+00;3,910972e+03;3,901084e+03;9,478295e+01;9,757034e+01;2,305516e+00;7,245522e-01;2,737218e-02;7,207499e-01;2,571263e-02;8,071288e-01;7,622165e+01;4,480324e+00;7,174132e+01;4,257418e+00;4,351827e+00;1,115701e+01;4,639724e-05;1,115705e+01;8,413133e-01
3950;1,300000e+00;3,961205e+03;3,951126e+03;9,617135e+01;9,756598e+01;2,344778e+00;7,430950e-01;2,898154e-02;7,391429e-01;2,625087e-02;8,073072e-01;7,733068e+01;4,520706e+00;7,280998e+01;4,325074e+00;4,297168e+00;1,131037e+01;4,638435e-05;1,131041e+01;8,604032e-01
4000;1,300000e+00;4,011442e+03;4,001170e+03;9,756635e+01;9,756155e+01;2,383787e+00;7,617257e-01;2,935000e-02;7,578374e-01;2,738581e-02;8,074878e-01;7,844511e+01;4,561728e+00;7,388338e+01;4,393660e+00;4,259707e+00;1,146397e+01;4,637051e-05;1,146401e+01;8,797813e-01
4050;1,300000e+00;4,061682e+03;4,051214e+03;9,897116e+01;9,755700e+01;2,425494e+00;7,807419e-01;3,101954e-02;7,768387e-01;2,922322e-02;8,076708e-01;7,956493e+01;4,603315e+00;7,496162e+01;4,463423e+00;4,226764e+00;1,161781e+01;4,635675e-05;1,161786e+01;8,994457e-01
4100;1,300000e+00;4,111926e+03;4,101259e+03;1,003793e+02;9,755248e+01;2,464586e+00;7,997123e-01;2,999740e-02;7,960679e-01;3,095257e-02;8,078557e-01;8,068994e+01;4,645375e+00;7,604456e+01;4,533625e+00;4,211755e+00;1,177186e+01;4,634272e-05;1,177190e+01;9,192771e-01
4150;1,300000e+00;4,162174e+03;4,151305e+03;1,017950e+02;9,754788e+01;2,503663e+00;8,189964e-01;2,965550e-02;8,154072e-01;3,156040e-02;8,080431e-01;8,182074e+01;4,687826e+00;7,713292e+01;4,604821e+00;4,211733e+00;1,192613e+01;4,632838e-05;1,192618e+01;9,395660e-01
4200;1,300000e+00;4,212425e+03;4,201353e+03;1,032175e+02;9,754323e+01;2,542201e+00;8,385289e-01;2,948199e-02;8,348698e-01;3,108684e-02;8,082330e-01;8,295712e+01;4,730608e+00;7,822652e+01;4,677291e+00;4,168085e+00;1,208065e+01;4,631363e-05;1,208070e+01;9,601634e-01
4250;1,300000e+00;4,262679e+03;4,251402e+03;1,046501e+02;9,753846e+01;2,584481e+00;8,585759e-01;3,194269e-02;8,546324e-01;3,090422e-02;8,084252e-01;8,409859e+01;4,773731e+00;7,932486e+01;4,750835e+00;4,095847e+00;1,223535e+01;4,629909e-05;1,223540e+01;9,808370e-01
4300;1,300000e+00;4,312937e+03;4,301451e+03;1,060857e+02;9,753372e+01;2,623906e+00;8,785502e-01;3,158983e-02;8,745933e-01;3,055257e-02;8,086196e-01;8,524504e+01;4,817203e+00;8,042784e+01;4,824891e+00;4,001467e+00;1,239020e+01;4,628407e-05;1,239025e+01;1,001637e+00
4350;1,300000e+00;4,363198e+03;4,351502e+03;1,075260e+02;9,752899e+01;2,660814e+00;8,985656e-01;2,932674e-02;8,947146e-01;2,939046e-02;8,088163e-01;8,639724e+01;4,861040e+00;8,153620e+01;4,899935e+00;3,932955e+00;1,254526e+01;4,626909e-05;1,254531e+01;1,022682e+00
4400;1,300000e+00;4,413464e+03;4,401555e+03;1,089748e+02;9,752417e+01;2,699673e+00;9,188136e-01;2,672224e-02;9,152250e-01;2,989704e-02;8,090152e-01;8,755473e+01;4,905239e+00;8,264949e+01;4,975947e+00;3,884494e+00;1,270042e+01;4,625403e-05;1,270047e+01;1,044024e+00
4450;1,300000e+00;4,463733e+03;4,451608e+03;1,104416e+02;9,751906e+01;2,748589e+00;9,401019e-01;3,198275e-02;9,360650e-01;3,122254e-02;8,092166e-01;8,871793e+01;4,949801e+00;8,376813e+01;5,053518e+00;3,826103e+00;1,285571e+01;4,623825e-05;1,285576e+01;1,065774e+00
4500;1,300000e+00;4,514005e+03;4,501662e+03;1,119181e+02;9,751385e+01;2,800232e+00;9,621220e-01;4,040701e-02;9,570347e-01;3,124750e-02;8,094205e-01;8,988668e+01;4,994737e+00;8,489194e+01;5,132176e+00;3,777201e+00;1,301107e+01;4,622233e-05;1,301111e+01;1,087867e+00
4550;1,300000e+00;4,564282e+03;4,551718e+03;1,133895e+02;9,750886e+01;2,840636e+00;9,833457e-01;4,044246e-02;9,780286e-01;2,919291e-02;8,096263e-01;9,106156e+01;5,040286e+00;8,602128e+01;5,210860e+00;3,724441e+00;1,316644e+01;4,620688e-05;1,316648e+01;1,109932e+00
4600;1,300000e+00;4,614561e+03;4,601775e+03;1,148836e+02;9,750349e+01;2,895051e+00;1,005167e+00;4,350086e-02;1,000208e+00;3,634076e-02;8,098346e-01;9,224258e+01;5,086910e+00;8,715567e+01;5,291623e+00;3,669512e+00;1,332183e+01;4,619067e-05;1,332188e+01;1,132511e+00
4650;1,300000e+00;4,664845e+03;4,651834e+03;1,163885e+02;9,749801e+01;2,951857e+00;1,027503e+00;4,860603e-02;1,022671e+00;4,303152e-02;8,100453e-01;9,343051e+01;5,134676e+00;8,829583e+01;5,373418e+00;3,628263e+00;1,347730e+01;4,617540e-05;1,347734e+01;1,155355e+00
4700;1,300000e+00;4,715133e+03;4,701893e+03;1,178980e+02;9,749254e+01;3,006576e+00;1,049862e+00;5,177203e-02;1,045385e+00;4,929785e-02;8,102581e-01;9,462428e+01;5,183391e+00;8,944089e+01;5,456058e+00;3,581778e+00;1,363265e+01;4,615870e-05;1,363269e+01;1,178423e+00
4750;1,300000e+00;4,765424e+03;4,751954e+03;1,194157e+02;9,748702e+01;3,062463e+00;1,072564e+00;5,569226e-02;1,068399e+00;5,533374e-02;8,104732e-01;9,582381e+01;5,233003e+00;9,059080e+01;5,539715e+00;3,543893e+00;1,378794e+01;4,614258e-05;1,378798e+01;1,201768e+00
4800;1,300000e+00;4,815719e+03;4,802016e+03;1,209307e+02;9,748167e+01;3,109809e+00;1,095110e+00;5,693423e-02;1,090866e+00;5,620830e-02;8,106906e-01;9,702908e+01;5,283440e+00;9,174564e+01;5,623516e+00;3,495920e+00;1,394315e+01;4,612585e-05;1,394320e+01;1,225144e+00
4850;1,300000e+00;4,866018e+03;4,852079e+03;1,224535e+02;9,747627e+01;3,157958e+00;1,117860e+00;5,800570e-02;1,113620e+00;5,756200e-02;8,109100e-01;9,824009e+01;5,334671e+00;9,290542e+01;5,708182e+00;3,493523e+00;1,409834e+01;4,610927e-05;1,409839e+01;1,248840e+00
4900;1,300000e+00;4,916320e+03;4,902144e+03;1,239859e+02;9,747078e+01;3,208450e+00;1,140949e+00;5,987937e-02;1,136723e+00;5,976655e-02;8,111318e-01;9,945712e+01;5,386694e+00;9,407042e+01;5,793980e+00;3,474292e+00;1,425356e+01;4,609301e-05;1,425361e+01;1,272735e+00
4950;1,300000e+00;4,966627e+03;4,952210e+03;1,255244e+02;9,746528e+01;3,258260e+00;1,164222e+00;6,137617e-02;1,159982e+00;6,132389e-02;8,113559e-01;1,006799e+02;5,439459e+00;9,524045e+01;5,880620e+00;3,460524e+00;1,440876e+01;4,607605e-05;1,440881e+01;1,296846e+00
5000;1,300000e+00;5,016937e+03;5,002277e+03;1,270723e+02;9,745971e+01;3,309990e+00;1,187822e+00;6,353862e-02;1,183557e+00;6,349046e-02;8,115822e-01;1,019087e+02;5,492986e+00;9,641575e+01;5,968305e+00;3,449263e+00;1,456404e+01;4,605945e-05;1,456409e+01;1,321214e+00
